"AF","TI","SO","AB","PY","Index"
"Ross, Stephanie; D'Mello, Matthew; Anand, Sonia S.; Eikelboom, John; Stewart, Alexandre F. R.; Samani, Nilesh J.; Roberts, Robert; Pare, Guillaume","Effect of Bile Acid Sequestrants on the Risk of Cardiovascular Events A Mendelian Randomization Analysis","CIRCULATION-CARDIOVASCULAR GENETICS","Background Statins lower low-density lipoprotein cholesterol (LDL-C) and risk of coronary artery disease (CAD), but they may be ineffective or not tolerated. Bile acid sequestrants (BAS) reduce LDL-C, yet their clinical efficacy on CAD remains controversial. Methods and Results We conducted a systematic review and meta-analysis of randomized controlled trials to assess the effect of cholestyramine and colesevelam. We then used Mendelian randomization to estimate the effect of BAS on reducing the risk of CAD. First, we quantified the effect of rs4299376 (ABCG5/ABCG8), which affects the intestinal cholesterol absorption pathway targeted by BAS and then we used these estimates to predict the effect of BAS on CAD. Nineteen randomized controlled trials with a total of 7021 study participants were included. Cholestyramine 24 g/d was associated with a reduction in LDL-C of 23.5 mg/dL (95% confidence interval [CI] -26.8,-20.2; N=3806) and a trend toward reduced risk of CAD (odds ratio 0.81, 95% CI 0.70-1.02; P=0.07; N=3806), whereas colesevelam 3.75 g/d was associated with a reduction in LDL-C of 22.7 mg/dL (95% CI -28.3, -17.2; N=759). Based on the findings that rs4299376 was associated with a 2.75 mg/dL decrease in LDL-C and a 5% decrease in risk of CAD outcomes, we estimated that cholestyramine was associated with an odds ratio for CAD of 0.63 (95% CI 0.52-0.77; P=6.3x10(-6)) and colesevelam with an odds ratio of 0.64 (95% CI 0.52-0.79, P=4.3x10(-5)), which were not statistically different from BAS clinical trials (P>0.05). Conclusions The cholesterol lowering effect of BAS may translate into a clinically relevant reduction in CAD.",2015,6
"Ross, Stephanie; Gerstein, Hertzel C.; Eikelboom, John; Anand, Sonia S.; Yusuf, Salim; Pare, Guillaume","Mendelian randomization analysis supports the causal role of dysglycaemia and diabetes in the risk of coronary artery disease","EUROPEAN HEART JOURNAL","Introduction Type 2 diabetes is a strong risk factor for coronary artery disease (CAD). However, the absence of a clear reduction in CAD by intensive glucose lowering in randomized controlled trials has fuelled uncertainty regarding the causal role of dysglycaemia and CAD. Objective To assess whether Mendelian randomization supports a causal role of dysglycaemia and diabetes for risk of CAD. Methods Effect size estimates of common genetic variants associated with fasting glucose (FG), glycated haemoglobin (HbA(1c)), and diabetes were obtained from the Meta-Analyses of Glucose and Insulin-Related Traits Consortium and Diabetes Genetics Replication and Meta-Analysis consortia. The corresponding effect estimates of these single nucleotide polymorphisms (SNPs) on the risk of CAD were then evaluated in CARDIOGRAMplusC4D. Results SNPs associated with HbA(1c) and diabetes were associated with an increased risk of CAD. Using information from 59 genetic variants associated with diabetes, the causal effect of diabetes on the risk of CAD was estimated at an odds ratio (OR) of 1.63 (95% Confidence Interval (CI): 1.23-2.07; P = 0.002). On the other hand, nine genetic variants associated with HbA(1c) were associated with an OR of 1.53 per 1% HbA(1c) increase (95% CI: 1.14-2.05; P = 0.023) in the risk of CAD while this effect was non-significant among 30 genetic variants associated with FG per mmol/L (OR: 1.18, 95% CI: 0.97-1.42; P = 0.102). No significant differences were observed when categorizing genetic loci according to their effect on either beta-cell dysfunction or insulin resistance. Conclusions These Mendelian randomization analyses support a causal role for diabetes and its associated high glucose levels on CAD, and suggest that long-term glucose lowering may reduce CAD events.",2015,6
"Svensson-Farbom, Patrik; Almgren, Peter; Hedblad, Bo; Engstrom, Gunnar; Persson, Margaretha; Christensson, Anders; Melander, Olle","Cystatin C Is Not Causally Related to Coronary Artery Disease","PLOS ONE","Background Strong and independent associations between plasma concentration of cystatin C and risk of cardiovascular disease (CVD) suggests causal involvement of cystatin C. Aim The aim of our study was to assess whether there is a causal relationship between plasma concentration of cystatin C and risk of coronary artery disease (CAD) using a Mendelian Randomization approach. Methods We estimated the strength of association of plasma cystatin C on CAD risk and the strength of association of the strongest GWAS derived cystatin C SNP (rs13038305) on plasma cystatin C in the population-based Malmo Diet and Cancer Study (MDC) and thereafter the association between rs13038305 and CAD in the MDC (3200 cases of CAD and 24418 controls) and CARDIOGRAM (22233 cases of CAD and 64762 controls). Results Each standard deviation (SD) increment of plasma cystatin C was associated with increased risk of CAD (OR = 1.20, 95% CI 1.07-1.34) after full adjustment. Each copy of the major allele of rs13038305 was associated with 0.34 SD higher plasma concentration of cystatin C (P<1 x 10(-35)), resulting in a power of >98% to detect a significant relationship between rs13038305 and CAD in MDC and CARDIOGRAM pooled. The odds ratio for CAD (per copy of the major rs13038305 allele) was 1.00 (0.94-1.07); P = 0.92 in MDC, 0.99 (0.96-1.03); P = 0.84 in CARDIOGRAM and 1.00 (0.97-1.03); P = 0.83 in MDC and CARDIOGRAM pooled. Conclusion Genetic elevation of plasma cystatin C is not related to altered risk of CAD, suggesting that there is no causal relationship between plasma cystatin C and CAD. Rather, the association between cystatin C and CAD appears to be due to the association of eGFR and CAD.",2015,6
"Nelson, Christopher P.; Schunkert, Heribert; Samani, Nilesh J.; Erridge, Clett","Genetic Analysis of Leukocyte Type-I Interferon Production and Risk of Coronary Artery Disease","ARTERIOSCLEROSIS THROMBOSIS AND VASCULAR BIOLOGY","Objective-Patients with systemic lupus erythematosus are genetically predisposed to enhanced production of the type-I interferon IFN-alpha and are also at elevated risk of developing atherosclerosis compared with healthy subjects. We aimed to test whether genetic predisposition to increased type-I IFN production affects risk of coronary artery disease. Approach and Results-Using a list of 11 single nucleotide polymorphisms from the results of genome-wide association studies for systemic lupus erythematosus, which we hypothesised would be enriched in variants that regulate type-I IFN production, we identified a genetic risk score based on 3 single nucleotide polymorphisms (rs10516487, rs3131379 and rs7574865), which correlated significantly with production of IFN-a by human peripheral leukocytes stimulated with CpG-oligonucleotide (n= 60, P= 1.50x10(-5)). These single nucleotide polymorphisms explained 27.8% of variation in the CpG-oligonucleotide-induced IFN-alpha response and were also associated with Toll-like receptor-7/8- and Toll-like receptor-9-dependent IFN-alpha and IFN-beta responses, but were not associated with inflammatory cytokine production in response to Toll-like receptor-4 stimulation or risk of coronary artery disease in 22 233 cases and 64 762 controls (odds ratio 1.00, 95% CI 0.98-1.02) using Mendelian randomization-based analyses. Coronary artery disease risk was also not associated with the full panel of 11 systemic lupus erythematosus single nucleotide polymorphisms or loci responsible for the monogenic type-I interferonopathies Aicardi-Goutieres syndrome and Spondyloenchondrodysplasia with immune dysregulation. Conclusions-The results argue against the potential utility of drugs targeting type-I IFN production for coronary artery disease. The use of genetic variants that modify leukocyte signaling pathways, rather than circulating biomarkers, as instruments in Mendelian randomization analyses may be useful for studies investigating causality of other candidate pathways of atherogenesis.",2015,6
"Kobylecki, Camilla J.; Afzal, Shoaib; Smith, George Davey; Nordestgaard, Borge G.","Genetically high plasma vitamin C, intake of fruit and vegetables, and risk of ischemic heart disease and all-cause mortality: a Mendelian randomization study","AMERICAN JOURNAL OF CLINICAL NUTRITION","Background: High intake of fruit and vegetables as well as high plasma vitamin C concentrations have been associated with low risk of ischemic heart disease in prospective studies, but results from randomized clinical trials have been inconsistent. Objective: We tested the hypothesis that genetically high concentrations of plasma vitamin C, such as with high intake of fruit and vegetables, are associated with low risk of ischemic heart disease and all-cause mortality. Design: We used a Mendelian randomization approach and genotyped for solute carrier family 23 member 1 (SLC23A1) rs33972313 in the sodium-dependent vitamin C transporter 1 in 97,203 white individuals of whom 10,123 subjects had ischemic heart disease, and 8477 subjects died. We measured plasma vitamin C in 3512 individuals and included dietary information on 83,256 individuals. Results: The SLC23A1 rs33972313 G allele was associated with 11% higher plasma vitamin C. The multivariable adjusted HRs for highest compared with lowest fruit and vegetable intakes were 0.87 (95% CI: 0.78, 0.97; P = 0.01) for ischemic heart disease and 0.80 (95% CI: 0.73, 0.88; P < 0.001) for all-cause mortality. Corresponding HRs for rs33972313 GG (93%) compared with AA plus AG (7%) genotypes were 0.95 (95% CI: 0.88, 1.02; P = 0.21) and 0.96 (0.88, 1.03; P = 0.29), respectively. In an instrumental variable analysis, the OR for genetically determined 25% higher plasma vitamin C concentrations was 0.90 (95% CI: 0.75, 1.08; P = 0.27) for ischemic heart disease and 0.88 (0.72, 1.08; P = 0.22) for all-cause mortality. Conclusions: High intake of fruit and vegetables was associated with low risk of ischemic heart disease and all-cause mortality. Although the 95% CI for genetically high plasma vitamin C concentrations overlapped 1.0, which made certain statistical inferences difficult, effect sizes were comparable to those for fruit and vegetable intake. Thus, judging by the effect size, our data cannot exclude that a favorable effect of high intake of fruit and vegetables could in part be driven by high vitamin C concentrations.",2015,6
"Ahmad, Omar S.; Morris, John A.; Mujammami, Muhammad; Forgetta, Vincenzo; Leong, Aaron; Li, Rui; Turgeon, Maxime; Greenwood, Celia M. T.; Thanassoulis, George; Meigs, James B.; Sladek, Robert; Richards, J. Brent","A Mendelian randomization study of the effect of type-2 diabetes on coronary heart disease","NATURE COMMUNICATIONS","In observational studies, type-2 diabetes (T2D) is associated with an increased risk of coronary heart disease (CHD), yet interventional trials have shown no clear effect of glucose-lowering on CHD. Confounding may have therefore influenced these observational estimates. Here we use Mendelian randomization to obtain unconfounded estimates of the influence of T2D and fasting glucose (FG) on CHD risk. Using multiple genetic variants associated with T2D and FG, we find that risk of T2D increases CHD risk (odds ratio (OR) = 1.11 (1.05-1.17), per unit increase in odds of T2D, P = 8.8 x 10(-5); using data from 34,840/114,981 T2D cases/controls and 63,746/130,681 CHD cases/controls). FG in non-diabetic individuals tends to increase CHD risk (OR = 1.15 (1.00-1.32), per mmol . per l, P = 0.05; 133,010 non-diabetic individuals and 63,746/130,681 CHD cases/controls). These findings provide evidence supporting a causal relationship between T2D and CHD and suggest that long-term trials may be required to discern the effects of T2D therapies on CHD risk .",2015,6
"Bergholdt, Helle K. M.; Nordestgaard, Borge G.; Varbo, Anette; Ellervik, Christina","Milk intake is not associated with ischaemic heart disease in observational or Mendelian randomization analyses in 98 529 Danish adults","INTERNATIONAL JOURNAL OF EPIDEMIOLOGY","Background: Observationally, reports on the association between milk intake and risk of ischaemic heart disease (IHD) and myocardial infarction (MI) have produced conflicting results; and no previous large-scale study using the lactase persistent/non-persistent LCT-13910 C/T genotype as a largely unconfounded proxy for milk intake free of reverse causation has been conducted. We tested the hypothesis that milk intake observationally and genetically through the LCT-13910 C/T genotype is associated with risk of IHD and MI in a Mendelian randomization design. Methods: We included 98 529 White individuals of Danish descent, aged 20-100 years, from three studies of the general population. Information on IHD (N = 10 372) and MI (N = 4188) were obtained from national Danish registries. First, we investigated observational associations between milk intake and incident IHD and MI. Second, we confirmed the association between the rs4988235 genetic variant LCT-13910 C/T, associated with lactase persistence/non-persistence, and milk intake. Finally, we tested whether LCT-13910 C/T genotype was associated with risk of IHD and MI as well as with cardiovascular risk factors. Results: During a mean follow-up time of 5.4 years, the observational hazard ratio for a 1 glass/week higher milk intake was 1.00 [95% confidence interval (CI): 1.00,1.01] for both IHD and MI. Median milk intake was 3 glasses/week (interquartile range: 0-7) in lactase CC non-persistent individuals compared with 5 glasses/week (0-10) in lactase TC/TT persistent individuals (P = 3*10(-60)). In the dominant genetic model comparing lactase TC/TT persistent individuals with lactase CC non-persistent individuals, the odds ratio was 1.00 (0.92,1.09) for IHD and 0.96 (0.84,1.09) for MI. Finally, in the dominant genetic model genotype was not associated convincingly with plasma levels of total cholesterol, low-density lipoprotein cholesterol, high-density lipoprotein cholesterol, triglycerides or glucose, nor with blood pressure. Conclusion: Milk intake was not associated with risk of IHD or MI, observationally or genetically.",2015,6
"Brondum-Jacobsen, Peter; Benn, Marianne; Afzal, Shoaib; Nordestgaard, Borge G.","No evidence that genetically reduced 25-hydroxyvitamin D is associated with increased risk of ischaemic heart disease or myocardial infarction: a Mendelian randomization study","INTERNATIONAL JOURNAL OF EPIDEMIOLOGY","Background: Low plasma 25-hydroxyvitamin D [p-25(OH)D] is associated with increased risk of ischaemic heart disease and with the subgroup myocardial infarction. However, whether this association is causal or due to confounding or reverse causation is presently unknown. We tested the hypothesis that genetically reduced plasma 25(OH)D is associated with increased risk of ischaemic heart disease and myocardial infarction. Methods: We used a Mendelian randomization design in the Copenhagen City Heart Study, the Copenhagen General Population Study, and the Copenhagen Ischaemic Heart Disease Study. Two 25(OH)D reducing genetic variants in the DCHR7 gene (rs7944926 and rs11234027) and two in the CYP2R1 gene (rs10741657 and rs12794714) were genotyped in 92 416 participants of Danish descent, of whom 14 455 developed ischaemic heart disease (ICD-8: 410-414; ICD-10: I20-I25) and 7061 myocardial infarction (ICD-8: 410: ICD-10: I21-I22) from 1977 through 2011. P-25(OH)D was measured in 36 089 participants. APOE genotype was included as a positive control for risk of ischaemic heart disease. Results: The multivariable adjusted hazard ratios for lowest vs highest quartile of 25(OH)D were 1.82 [95% confidence interval (CI): 1.42-2.32] for ischaemic heart disease. Each allele increase in a combined allele score was associated with a 1.9-nmol/l decrease in p-25(OH)D (P = 7 x 10(-55); R-2 = 0.9%). The genetic variants were, however, not associated with increased risk of ischaemic heart disease. In instrumental variable analysis, the odds ratio for ischaemic heart disease for a genetically 25-nmol/l decrease in p-25(OH)D was 0.98 (95% CI: 0.76-1.26), with a corresponding observational hazard ratio by Cox regression of 1.07 (1.01-1.13). Similarly, with myocardial infarction as the outcome, observational analyses suggested an increased risk with lower 25(OH)D, whereas genetic analyses suggested no causal effect. For APOE genotype, the odds ratio for ischaemic heart disease for a 1-mmol/l genetic increase in plasma total cholesterol concentrations was 1.23 (1.08-1.41), with a corresponding observational hazard ratio of 1.08 (1.04-1.14). Conclusion: We found no evidence to suggest that genetically reduced p-25(OH)D is associated with increased risk of ischaemic heart disease or myocardial infarction.",2015,6
"Haegg, Sara; Fall, Tove; Ploner, Alexander; Maegi, Reedik; Fischer, Krista; Draisma, Harmen H. M.; Kals, Mart; de Vries, Paul S.; Dehghan, Abbas; Willems, Sara M.; Sarin, Antti-Pekka; Kristiansson, Kati; Nuotio, Marja-Liisa; Havulinna, Aki S.; de Bruijn, Renee F. A. G.; Ikram, M. Arfan; Kuningas, Maris; Stricker, Bruno H.; Franco, Oscar H.; Benyamin, Beben; Gieger, Christian; Hall, Alistair S.; Huikari, Ville; Jula, Antti; Jarvelin, Marjo-Riitta; Kaakinen, Marika; Kaprio, Jaakko; Kobl, Michael; Mangino, Massimo; Nelson, Christopher P.; Palotie, Aarno; Samani, Nilesh J.; Spector, Tim D.; Strachan, David P.; Tobin, Martin D.; Whitfield, John B.; Uitterlinden, Andre G.; Salomaa, Veikko; Syvanen, Ann-Christine; Kuulasmaa, Kari; Magnusson, Patrik K.; Esko, Tonu; Hofman, Albert; de Geus, Eco J. C.; Lind, Lars; Giedraitis, Vilmantas; Perola, Markus; Evans, Alun; Ferrieres, Jean; Virtamo, Jarmo; Kee, Frank; Tregouet, David-Alexandre; Arveiler, Dominique; Amouyel, Philippe; Gianfagna, Francesco; Brambilla, Paolo; Ripatti, Samuli; van Duijn, Cornelia M.; Metspalu, Andres; Prokopenko, Inga; McCarthy, Mark I.; Pedersen, Nancy L.; Ingelsson, Erik","Adiposity as a cause of cardiovascular disease: a Mendelian randomization study","INTERNATIONAL JOURNAL OF EPIDEMIOLOGY","Background: Adiposity, as indicated by body mass index (BMI), has been associated with risk of cardiovascular diseases in epidemiological studies. We aimed to investigate if these associations are causal, using Mendelian randomization (MR) methods. Methods: The associations of BMI with cardiovascular outcomes [coronary heart disease (CHD), heart failure and ischaemic stroke], and associations of a genetic score (32 BMI single nucleotide polymorphisms) with BMI and cardiovascular outcomes were examined in up to 22 193 individuals with 3062 incident cardiovascular events from nine prospective follow-up studies within the ENGAGE consortium. We used random-effects meta-analysis in an MR framework to provide causal estimates of the effect of adiposity on cardiovascular outcomes. Results: There was a strong association between BMI and incident CHD (HR = 1.20 per SD-increase of BMI, 95% CI, 1.12-1.28, P = 1.9.10(-7)), heart failure (HR = 1.47, 95% CI, 1.35-1.60, P = 9.10(-19)) and ischaemic stroke (HR = 1.15, 95% CI, 1.06-1.24, P = 0.0008) in observational analyses. The genetic score was robustly associated with BMI (beta = 0.030 SD-increase of BMI per additional allele, 95% CI, 0.028-0.033, P = 3.10(-107)). Analyses indicated a causal effect of adiposity on development of heart failure (HR = 1.93 per SD-increase of BMI, 95% CI, 1.12-3.30, P = 0.017) and ischaemic stroke (HR = 1.83, 95% CI, 1.05-3.20, P = 0.034). Additional cross-sectional analyses using both ENGAGE and CARDIoGRAMplusC4D data showed a causal effect of adiposity on CHD. Conclusions: Using MR methods, we provide support for the hypothesis that adiposity causes CHD, heart failure and, previously not demonstrated, ischaemic stroke.",2015,6
"Ligthart, Symen; de Vries, Paul S.; Uitterlinden, Andre G.; Hofman, Albert; Franco, Oscar H.; Chasman, Daniel I.; Dehghan, Abbas","Pleiotropy among Common Genetic Loci Identified for Cardiometabolic Disorders and C-Reactive Protein","PLOS ONE","Pleiotropic genetic variants have independent effects on different phenotypes. C-reactive protein (CRP) is associated with several cardiometabolic phenotypes. Shared genetic backgrounds may partially underlie these associations. We conducted a genome-wide analysis to identify the shared genetic background of inflammation and cardiometabolic phenotypes using published genome-wide association studies (GWAS). We also evaluated whether the pleiotropic effects of such loci were biological or mediated in nature. First, we examined whether 283 common variants identified for 10 cardiometabolic phenotypes in GWAS are associated with CRP level. Second, we tested whether 18 variants identified for serum CRP are associated with 10 cardiometabolic phenotypes. We used a Bonferroni corrected p-value of 1.1x10(-04) (0.05/463) as a threshold of significance. We evaluated the independent pleiotropic effect on both phenotypes using individual level data from the Women Genome Health Study. Evaluating the genetic overlap between inflammation and cardiometabolic phenotypes, we found 13 pleiotropic regions. Additional analyses showed that 6 regions (APOC1, HNF1A, IL6R, PPP1R3B, HNF4A and IL1F10) appeared to have a pleiotropic effect on CRP independent of the effects on the cardiometabolic phenotypes. These included loci where individuals carrying the risk allele for CRP encounter higher lipid levels and risk of type 2 diabetes. In addition, 5 regions (GCKR, PABPC4, BCL7B, FTO and TMEM18) had an effect on CRP largely mediated through the cardiometabolic phenotypes. In conclusion, our results show genetic pleiotropy among inflammation and cardiometabolic phenotypes. In addition to reverse causation, our data suggests that pleiotropic genetic variants partially underlie the association between CRP and cardiometabolic phenotypes.",2015,6
"Holmes, Michael V.; Asselbergs, Folkert W.; Palmer, Tom M.; Drenos, Fotios; Lanktree, Matthew B.; Nelson, Christopher P.; Dale, Caroline E.; Padmanabhan, Sandosh; Finan, Chris; Swerdlow, Daniel I.; Tragante, Vinicius; van Iperen, Erik P. A.; Sivapalaratnam, Suthesh; Shah, Sonia; Elbers, Clara C.; Shah, Tina; Engmann, Jorgen; Giambartolomei, Claudia; White, Jon; Zabaneh, Delilah; Sofat, Reecha; McLachlan, Stela; Doevendans, Pieter A.; Balmforth, Anthony J.; Hall, Alistair S.; North, Kari E.; Almoguera, Berta; Hoogeveen, Ron C.; Cushman, Mary; Fornage, Myriam; Patel, Sanjay R.; Redline, Susan; Siscovick, David S.; Tsai, Michael Y.; Karczewski, Konrad J.; Hofker, Marten H.; Verschuren, W. Monique; Bots, Michiel L.; van der Schouw, Yvonne T.; Melander, Olle; Dominiczak, Anna F.; Morris, Richard; Ben-Shlomo, Yoav; Price, Jackie; Kumari, Meena; Baumert, Jens; Peters, Annette; Thorand, Barbara; Koenig, Wolfgang; Gaunt, Tom R.; Humphries, Steve E.; Clarke, Robert; Watkins, Hugh; Farrall, Martin; Wilson, James G.; Rich, Stephen S.; de Bakker, Paul I. W.; Lange, Leslie A.; Smith, George Davey; Reiner, Alex P.; Talmud, Philippa J.; Kivimaeki, Mika; Lawlor, Debbie A.; Dudbridge, Frank; Samani, Nilesh J.; Keating, Brendan J.; Hingorani, Aroon D.; Casas, Juan P.","Mendelian randomization of blood lipids for coronary heart disease","EUROPEAN HEART JOURNAL","Aims To investigate the causal role of high-density lipoprotein cholesterol (HDL-C) and triglycerides in coronary heart disease (CHD) using multiple instrumental variables for Mendelian randomization. Methods and results We developed weighted allele scores based on single nucleotide polymorphisms (SNPs) with established associations with HDL-C, triglycerides, and low-density lipoprotein cholesterol (LDL-C). For each trait, we constructed two scores. The first was unrestricted, including all independent SNPs associated with the lipid trait identified from a priormeta-analysis (threshold P < 2 x 10(-6)); and the second a restricted score, filtered to remove any SNPs also associated with either of the other two lipid traits at P <= 0.01. Mendelian randomization meta-analyses were conducted in 17 studies including 62,199 participants and 12,099 CHD events. Both the unrestricted and restricted allele scores for LDL-C (42 and 19 SNPs, respectively) associated with CHD. For HDL-C, the unrestrictedallele score (48SNPs) was associated with CHD(OR: 0.53; 95% CI: 0.40, 0.70), per 1 mmol/L higher HDL-C, but neither the restricted allele score (19 SNPs; OR: 0.91; 95% CI: 0.42, 1.98) nor the unrestricted HDL-C allele score adjusted for triglycerides, LDL-C, or statin use (OR: 0.81; 95% CI: 0.44, 1.46) showed a robust association. For triglycerides, the unrestricted allele score (67 SNPs) and the restricted allele score (27 SNPs) were both associated with CHD (OR: 1.62; 95% CI: 1.24, 2.11 and 1.61; 95% CI: 1.00, 2.59, respectively) per 1-log unit increment. However, the unrestricted triglyceride score adjusted for HDL-C, LDL-C, and statin use gave an OR for CHD of 1.01 (95% CI: 0.59, 1.75). Conclusion The genetic findings support a causal effect of triglycerides on CHD risk, but a causal role for HDL-C, though possible, remains less certain.",2015,6
"Pikula, Aleksandra; Beiser, Alexa S.; Wang, Jing; Himali, Jayandra J.; Kelly-Hayes, Margaret; Kase, Carlos S.; Yang, Qiong; Seshadri, Sudha; Wolf, Philip A.","Lipid and lipoprotein measurements and the risk of ischemic vascular events Framingham Study","NEUROLOGY","Objectives:To examine the relationship between plasma lipid measurements and incident ischemic vascular events (ischemic stroke [IS], and as a positive control, myocardial infarction [MI]) in a community cohort.Methods:In 6,276 stroke-free Framingham participants (aged 64 10 years, 56% female), we related plasma lipid levels (total cholesterol [TC], high-density lipoprotein cholesterol [HDL-C], and TC/HDL-C ratio) measured at the original cohort 15th (1977-1979) and 20th examination cycles (1986-1990) and (TC, HDL-C, TC/HDL-C ratio, triglycerides [TG], and low-density lipoprotein cholesterol [LDL-C]) measured at the offspring fourth examination (1995-1998), to 10-year risk of incident IS and MI. Utilizing genome-wide genotyping in the same subjects, we used mendelian randomization methods to assess whether observed associations were incidental or causal.Results:During a mean follow-up of 9 years, 301 participants experienced incident IS. In multivariable-adjusted analyses, HDL-C 40 mg/dL and TC/HDL ratio 5 were associated with increased risk of IS (hazard ratio [95% confidence interval]: 1.59 [1.23-2.05], p < 0.001 and 1.47 [1.15-1.87], p < 0.001), but not TC or LDL-C. In adjusted analysis, a strong association between TG and IS was diminished. In the MI-free sample (n = 5,875, aged 64 +/- 10 years, 58% female; 403 MI events), all lipid markers were associated with MI risk. A genetic risk score comprising 47 known determinants of circulating HDL-C was not associated with IS.Conclusions:In a middle-aged to elderly community sample, we observed that low HDL-C and high TC/HDL-C ratio, but not LDL-C or TG were associated with risk of incident IS. We observed the usual associations between lipids and risk of MI. Our findings suggest an important, but less likely causal, role of HDL-C over other lipid biomarkers for optimal stroke risk stratification.",2015,6
"Morris, Richard W.; Taylor, Amy E.; Fluharty, Meg E.; Bjorngaard, Johan H.; Asvold, Bjorn Olav; Gabrielsen, Maiken Elvestad; Campbell, Archie; Marioni, Riccardo; Kumari, Meena; Korhonen, Tellervo; Mannisto, Satu; Marques-Vidal, Pedro; Kaakinen, Marika; Cavadino, Alana; Postmus, Iris; Husemoen, Lise Lotte N.; Skaaby, Tea; Ahluwalia, Tarun Veer Singh; Treur, Jorien L.; Willemsen, Gonneke; Dale, Caroline; Wannamethee, S. Goya; Lahti, Jari; Palotie, Aarno; Raikkonen, Katri; McConnachie, Alex; Padmanabhan, Sandosh; Wong, Andrew; Dalgard, Christine; Paternoster, Lavinia; Ben-Shlomo, Yoav; Tyrrell, Jessica; Horwood, John; Fergusson, David M.; Kennedy, Martin A.; Nohr, Ellen A.; Christiansen, Lene; Kyvik, Kirsten Ohm; Kuh, Diana; Watt, Graham; Eriksson, Johan G.; Whincup, Peter H.; Vink, Jacqueline M.; Boomsma, Dorret I.; Smith, George Davey; Lawlor, Debbie; Linneberg, Allan; Ford, Ian; Jukema, J. Wouter; Power, Chris; Hypponen, Elina; Jarvelin, Marjo-Riitta; Preisig, Martin; Borodulin, Katja; Kaprio, Jaakko; Kivimaki, Mika; Smith, Blair H.; Hayward, Caroline; Romundstad, Pal R.; Sorensen, Thorkild I. A.; Munafo, Marcus R.; Sattar, Naveed","Heavier smoking may lead to a relative increase in waist circumference: widence for causal relationship from a Mendelian iandomisation meta-analysis. The CARTA consortium","BMJ OPEN","Objectives: To investigate, using a Mendelian randomisation approach, whether heavier smoking is associated with a range of regional adiposity phenotypes, in particular those related to abdominal adiposity. Design: Mendelian randomisation meta-analyses using a genetic variant (rs16969968/rs1051730 in the CHRNA5-CHRNA3-CHRNB4 gene region) as a proxy for smoking heaviness, of the associations of smoking heaviness with a range of adiposity phenotypes. Participants: 148 731 current, former and neversmokers of European ancestry aged >= 16 years from 29 studies in the consortium for Causal Analysis Research in Tobacco and Alcohol (CARTA). Primary outcome measures: Waist and hip circumferences, and waist-hip ratio. Results: The data included up to 66 809 never-smokers, 43 009 former smokers and 38 913 current daily cigarette smokers. Among current smokers, for each extra minor allele, the geometric mean was lower for waist circumference by -0.40% (95% Cl -0.57% to - 0.22%), with effects on hip circumference, waist-hip ratio and body mass index (BMI) being -0.31% (95% Cl - 0.42% to -0.19), -0.08% (-0.19% to 0.03%) and - 0.74% (-0.96% to -0.51%), respectively. In contrast, among never-smokers, these effects were higher by 0.23% (0.09% to 0.36%), 0.17% (0.08% to 0.26%), 0.07% (-0.01% to 0.15%) and 0.35% (0.18% to 0.52%), respectively. When adjusting the three central adiposity measures for BMI, the effects among current smokers changed direction and were higher by 0.14% (0.05% to 0.22%) for waist circumference, 0.02% (-0.05% to 0.08%) for hip circumference and 0.10% (0.02% to 0.19%) for waist-hip ratio, for each extra minor allele. Conclusions: For a given BMI, a gene variant associated with increased cigarette consumption was associated with increased waist circumference. Smoking in an effort to control weight may lead to accumulation of central adiposity.",2015,6
"Asvold, Bjorn O.; Bjorngaard, Johan H.; Carslake, David; Gabrielsen, Maiken E.; Skorpen, Frank; Smith, George Davey; Romundstad, Pal R.","Causal associations of tobacco smoking with cardiovascular risk factors: a Mendelian randomization analysis of the HUNT Study in Norway","INTERNATIONAL JOURNAL OF EPIDEMIOLOGY","Background: Tobacco smoking has been associated with cardiovascular risk factors including adverse serum lipid levels, central obesity and higher resting heart rate, but lower blood pressure and body mass index (BMI). We used a Mendelian randomization approach to study whether these associations may be causal. If smoking affects cardiovascular risk factors then rs1051730 T alleles, predictors of increased smoking quantity, should be associated with cardiovascular risk factors among smokers, but not among never smokers. Methods: Among 56 625 participants of a population-based study, we estimated associations of rs1051730 T alleles with cardiovascular risk factors and examined whether the associations differed by smoking status. Results: Rs1051730 T alleles were associated with lower BMI and waist and hip circumferences and higher resting heart rate and estimated glomerular filtration rate (eGFR), and the associations were strongest among current smokers (P interaction 5 x 10(-9) to 0.01). Rs1051730 T alleles were associated with lower systolic blood pressure and pulse pressure and higher HDL cholesterol concentrations, but these associations did not robustly differ by smoking status. There were no convincing associations of rs1051730 T alleles with waist-hip ratio, diastolic blood pressure and non-fasting serum concentrations of non-HDL cholesterol, triglycerides, glucose and C-reactive protein. Conclusions: This Mendelian randomization analysis provides evidence that smoking may cause lower BMI and waist and hip circumferences and higher resting heart rate and eGFR. The findings further suggest that smoking is not a major determinant of waist-hip ratio or adverse blood pressure, serum lipid or glucose levels.",2014,6
